comments,star,movie_cht,movie_eng
前面超無聊的整個快睡著 因為女主角很正可以多看幾眼 認真覺得還是看看預告片就好,1,神力女超人,      Wonder Woman
去看過都知道，分數灌水太嚴重囉^_<,1,神力女超人,      Wonder Woman
喜歡！女主角好美～,5,神力女超人,      Wonder Woman
真的超好看！熱血感動到身體顫抖......,5,神力女超人,      Wonder Woman
如題,5,神力女超人,      Wonder Woman
這部和之前的蝙蝠俠對超人有劇情的銜接，繼自殺突擊隊的小丑女，DC這次又多了一位經典的女主角，善良、天真、純樸的天堂島公主，又是個正義、剛烈、驍勇的女戰士，這女漢子不僅戰鬥力強大，光是身材外型配上精美戲服就值回票價了，難得想買原版DVD做珍藏，根本就是動態寫真集嘛!!女主角說話的聲調和姿態都很迷人，大家快找時間去欣賞這完美又超有魅力的女神吧!!!,5,神力女超人,      Wonder Woman
好看，期待續集,5,神力女超人,      Wonder Woman
"前面好看 後面就不予置評
看到後面就坐不太住 會失神",2,神力女超人,      Wonder Woman
有別於其他英雄片，主角雖然是神卻遭受到一般人的考驗，不會完全“神化”的感覺,5,神力女超人,      Wonder Woman
繼黑暗騎士系列後第二部讓我驚豔的英雄電影，帶給我許多省思及滿滿的感動，大推!!!,5,神力女超人,      Wonder Woman
不像超人，也不像美國隊長...像卡在中間,3,神力女超人,      Wonder Woman
Good,5,神力女超人,      Wonder Woman
"史上最好看的美國電影
媲美憤怒道",5,神力女超人,      Wonder Woman
真的好看!!不好看不會留言的,5,神力女超人,      Wonder Woman
好看,5,神力女超人,      Wonder Woman
場景，動作，動畫，震撼力  都棒棒，值得一看!,5,神力女超人,      Wonder Woman
劇情很普通，徵的夥伴沒什麼用途，神射手是來唱歌的?男主角對神力的喜歡很膚淺~覺得正就想上她做為一部女性英雄電影挺失敗的,2,神力女超人,      Wonder Woman
劇情簡明流暢，女神性感迷人,5,神力女超人,      Wonder Woman
"女主角詮釋的很棒, 大爆發的音樂很振奮, 整個很像超級賽亞人",5,神力女超人,      Wonder Woman
蓋兒完全演神力女超人的料,5,神力女超人,      Wonder Woman
女主角也太美了~~ 帥度破表,5,神力女超人,      Wonder Woman
劇情相當棒啊,5,神力女超人,      Wonder Woman
女神超正！！,5,神力女超人,      Wonder Woman
老梗美式英雄爽片,1,神力女超人,      Wonder Woman
神鬼奇航5 神鬼傳奇 佈局 變形金剛5 都看過了 還是神力女超人比較好看!,5,神力女超人,      Wonder Woman
很好看,5,神力女超人,      Wonder Woman
特效不錯，但內容挺芭樂，女神戰鬥完臉不紅氣不喘，一點傷痕和髒污都沒有，怎那麼多人好評⋯⋯,3,神力女超人,      Wonder Woman
故事完整，交代清楚明瞭，女主角漂亮，劇情真的粉讚 !!!,5,神力女超人,      Wonder Woman
DC出過最最最好看的片了要劇情有劇情要打鬥有打鬥重點女主角太正了吧我的天啊~~~,5,神力女超人,      Wonder Woman
如題,1,神力女超人,      Wonder Woman
女主角正翻了~當然內容也是精采破表啦,5,神力女超人,      Wonder Woman
淚水在眼眶裏打轉⋯⋯,4,神力女超人,      Wonder Woman
因為最後跟魔王對戰的結果不太能接受，所以……你知道的。整體上不錯看,4,神力女超人,      Wonder Woman
超好看,5,神力女超人,      Wonder Woman
覺得故事交待清楚，比想像中還好看，対DC拍的電影開始有好感了，如果能有彩蛋設計會更加分,5,神力女超人,      Wonder Woman
"跟天啟差不多的八點檔劇情也能那麼高分
太浮誇了
覺得4.3分差不多
所以來平衡一下
講認真的bvs都比這個好看多了",1,神力女超人,      Wonder Woman
劇情簡單無腦，武打動作生硬，動畫效果很假，女主很正，但就只有這樣了。,2,神力女超人,      Wonder Woman
Exceed my expectation. Give a thumbs up,5,神力女超人,      Wonder Woman
星評4.6，絕對不差。比包場假票房吃吃的愛好看多了,5,神力女超人,      Wonder Woman
比吃吃的愛好看,5,神力女超人,      Wonder Woman
太好看了,5,神力女超人,      Wonder Woman
女主角沒離開過畫面，好看,5,神力女超人,      Wonder Woman
蓋兒加朵=5星,5,神力女超人,      Wonder Woman
女神降臨！,5,神力女超人,      Wonder Woman
黛安娜每個角度都超美!!!!!! 正到爆炸而且是最具歷史性的一戰背景   和平亮麗的天堂島跟烏黑髒亂的歐陸戰場整個成對比但是遮蓋不住神力女超人的美  我決定之後要收藏BD,5,神力女超人,      Wonder Woman
爛片只好一顆星 順便等一個叫Jimmy的小屁孩在下面酸～,1,神力女超人,      Wonder Woman
歸納來說呢，這是一部回憶最美的電影有愛情、動作、戰爭場面尤其是女神出征的戰鬥場景，更是符合眾所期待的精彩。這裡提供詳細的觀後心得給大家參考：https://youtu.be/ht93PArAhnQ,5,神力女超人,      Wonder Woman
好看翻了!女主角的笑太美了,5,神力女超人,      Wonder Woman
DC終於雪恥了！很好看的電影！,5,神力女超人,      Wonder Woman
劇情節奏真的很拖，尤其在天堂島的時候，戰鬥的慢鏡頭有點使用過度，打鬥場面的力量和流暢感都不夠，還有看得出很努力想要刻劃男女主的感情，但是蓋兒的演技似乎撐不起來,3,神力女超人,      Wonder Woman
少數不浪費錢的電影,5,神力女超人,      Wonder Woman
黛安娜真的太漂亮了,5,神力女超人,      Wonder Woman
還不錯～👍,4,神力女超人,      Wonder Woman
對這部電影期望太高了，一半之後會一直分心在玩手機。,1,神力女超人,      Wonder Woman
超好看的 會哭的英雄片,5,神力女超人,      Wonder Woman
好看  女神正到爆,5,神力女超人,      Wonder Woman
蓋兒加朵~跟很多人一樣.我從玩命5就關注到這位顏值超級高的長腿正妹(玩命4還真的沒注意到她).當過模特兒、服過役、還當選過以色列小姐.已婚現在連小孩都6歲了!真的是人生超級勝利組~讓人忌妒死了阿! 本來一直很惋惜吉賽兒告別玩命系列~但自從知道她答應接演神力女超人後.內心裡實在很雀躍!今天在國賓看完了! 我想她真的會因為神力女超人這角色大紅大紫了^^! 其實我建議如果有導演想翻拍古墓奇兵.可以找她試鏡看看!,5,神力女超人,      Wonder Woman
DC最好看的電影,5,神力女超人,      Wonder Woman
以往對DC英雄片有些失望的人趕快進電影院吧！這絕對是DCㄧ雪前恥，揚眉吐氣之作！劇情流暢、配樂熱血，打鬥勁帥、神話與現代融合的恰到好處不牽強，當然男女主角顏值超高更是一大享受，蓋兒嘉朵才貌雙全，演技令人激賞！當她從戰場壕溝往上一躍的剎那，全場為之熱血沸騰！沒有懸念！從此奠定她新世代女神的地位！絕對是今年最值得進戲院觀賞的大作！,5,神力女超人,      Wonder Woman
很棒～,5,神力女超人,      Wonder Woman
"好好看！真的好好看！❤️
我也要成為神力女超人！🙅🏻
F-I-G-H-T！💥",5,神力女超人,      Wonder Woman
超讚 值得。,5,神力女超人,      Wonder Woman
神力女超人真的太精彩了，值得大家去電影院,5,神力女超人,      Wonder Woman
評論不好看的我真希望酸民你能拍出什麼樣的電影若酸民你真的能拍出好電影 我就心服口服,5,神力女超人,      Wonder Woman
"劇情薄弱,讓我幾度打哈欠...除了女主角美的不要不要的,",2,神力女超人,      Wonder Woman
很久沒有給五星評價了~ 會把人拖近電影裡面! 太棒了,5,神力女超人,      Wonder Woman
好看又感人的好戲,5,神力女超人,      Wonder Woman
好看的電影不會讓人注意到時間~在不知不覺中就結束了~,5,神力女超人,      Wonder Woman
就是爽片，完全猜得到的劇情。,4,神力女超人,      Wonder Woman
"劇情簡單 , 女主角很單純 , 特效還ok , 本來以為會出3D版...結果没有 , 有點小失望...  , 但出DVD時, 會想要再重看一次....平時壓力很大的朋友可以來看看...",5,神力女超人,      Wonder Woman
太值得去電影院欣賞了，有10顆星我也給！,5,神力女超人,      Wonder Woman
比預期的好看。女神好正!,5,神力女超人,      Wonder Woman
本來想說應該還好 今年帶女朋友去看 劇情整個很好看懂 動作場面也做的超愛 沒有無聊片段沒有冷場很適合女生看 有血也淚  我今年花過最值得看的電影 笑點也不錯~,5,神力女超人,      Wonder Woman
完全沒冷場...DC最好看的一部作品! 準備二刷了,5,神力女超人,      Wonder Woman
原本因為故事的主線太簡單而對電影沒什麼興趣，但看完之後覺得劇情內容很豐富不會有無聊冷場的感覺，如果你是不排斥有哀傷橋段的話，這部絕對是很推薦大家到電影院觀賞的！,5,神力女超人,      Wonder Woman
good,5,神力女超人,      Wonder Woman
除了感人還是感人,5,神力女超人,      Wonder Woman
超好看,5,神力女超人,      Wonder Woman
劇情空洞 笑點老套 看的我尷尬症發作 特效又差 打鬥招式一成不變 只有那幾招不知在打三洨 真的不要浪費錢去看,1,神力女超人,      Wonder Woman
"一個字
好!!!!!",5,神力女超人,      Wonder Woman
真的很好看,5,神力女超人,      Wonder Woman
還～可以,3,神力女超人,      Wonder Woman
劇情流暢精彩感人,5,神力女超人,      Wonder Woman
好看！絕無冷場，原本抱著怕會不好看的心情去看，結果好讚，女主角超正,5,神力女超人,      Wonder Woman
無冷場！絕對好看故事鋪陳得很好！讓人看得很過癮還想繼續看,5,神力女超人,      Wonder Woman
"節奏掌握的很好！
很多地方的運鏡看得出導演的用心，完美呈現女性堅強的一面。",5,神力女超人,      Wonder Woman
純粹就是個打美女牌的爽片，硬要把男主角跟女主角湊在一起，一直在拖戲，要不是為了蓋兒才不會去看!劇情鬆散有些地方不合邏輯，整部片只好看在女超人的特技動作及演技，及拍攝戰爭畫面有感動到2次，其他劇情都有點悶，應該精簡一個半小時差不多^^,3,神力女超人,      Wonder Woman
光女主角蓋兒加朵就值得5顆星,5,神力女超人,      Wonder Woman
娛樂看，效果整體算普通，劇情也算是一般,3,神力女超人,      Wonder Woman
酸民就算開分身帳戶也檔不住好評啦人生除了酸一無是處，可憐中的可憐,5,神力女超人,      Wonder Woman
"剛剛看完真的覺得超好看
超級熱血的 夠投入的話真的會看得熱淚盈眶 很感動值得進戲院欣賞",5,神力女超人,      Wonder Woman
好看,5,神力女超人,      Wonder Woman
好看，有幾個片段很感動。,5,神力女超人,      Wonder Woman
已戀愛~,5,神力女超人,      Wonder Woman
想不到比蓋兒加朵更適合的神力女超人的人選了！！男主演技到位～配樂恰當熱血～劇情流暢不會覺得有兩個半小時片場,5,神力女超人,      Wonder Woman
鏡來了，鏡來了，幻離鏡來了,5,神力女超人,      Wonder Woman
好看!!! Girl Power!!! <3,5,神力女超人,      Wonder Woman
電影都開播那麼久還一直在上映，好不好看應該很明顯吧,4,神力女超人,      Wonder Woman
女孩們一定要去看!熱血沸騰!看完想立即買一件wonder woman的衣服穿! 女主角只能說是完美。這片榮登我心中的前10名電影，完全感動,5,神力女超人,      Wonder Woman
這顆星，是給女主角的。,1,神力女超人,      Wonder Woman
好看...無冷場...女主角超正滴^^,5,神力女超人,      Wonder Woman
超難看的，動作片拉到兩小時長，冷場一堆、最後王超弱，完全沒威脅性、一次大戰的軍服不符史實，亂演一通不知在演啥鬼?! 超不推的!!,1,神力女超人,      Wonder Woman
故事單純簡單，主角純真，好看,5,神力女超人,      Wonder Woman
真的有無聊到，爛啊，網路工讀生真多,1,神力女超人,      Wonder Woman
一顆星是給女主角的,1,神力女超人,      Wonder Woman
故事結構整個鬆散... 但女主角太正，所以三分全部都是給她的,3,神力女超人,      Wonder Woman
"劇情3分英雄片標配
2分給Gal",5,神力女超人,      Wonder Woman
故事除了老哽還是老哽，但老哽沒關係，還可以忍耐一下，因為女主角確實很好看，但整個特效和她個人演出極不協調，不管是跑步，丟戰車，對打等等.........全都不協調，看起來就像是一個不會武術的人在演武打片後硬用特效加進去想掩飾本身不會武術的缺點，反而是一開始在教她武術的那個阿姨動作看起來就很自然，如果不講臉蛋，我一定選那阿姨來當主角，而女主角身材雖不錯（有點大隻佬），但身材仔細一看其實沒什麼肌肉線條，叫她演＂神力＂女超人其實有點名不符實,3,神力女超人,      Wonder Woman
這是一部好看的英雄電影，也是一部討論人性善惡、信念的浪漫愛情電影，提供不錯的觀後評論給大家參考：https://youtu.be/nqJw8ivJhW0,5,神力女超人,      Wonder Woman
沒有冷場~真的好看~,5,神力女超人,      Wonder Woman
讚,5,神力女超人,      Wonder Woman
只看負評工讀生也未免太多了吧~可以打到快5顆星,2,神力女超人,      Wonder Woman
正點,5,神力女超人,      Wonder Woman
可惜我最愛的出場音樂一直都沒有連貫撥，害我期待到最後，小失望,5,神力女超人,      Wonder Woman
非常好看的英雄電影，動作戲時令人血脈沸騰，感情戲時亦能真情流露細膩傷感，少有英雄片讓我落淚，這部例外。花錢進了戲院看了二次，完全沒有覺得浪費，深感是目前英雄電影中最精彩的ㄧ部，光看神力女超人英氣渙發的丰采便值回票價，等到出4K畫質DVD時，絕不猶豫買來收藏，真是棒到令人大推啊！,5,神力女超人,      Wonder Woman
我看過最好看的英雄片了 沒有之一屌打 美隊 蝙蝠俠 雷神  全系列!!,5,神力女超人,      Wonder Woman
值得看！,5,神力女超人,      Wonder Woman
重點都是在女主角~ 如果可以縮短到1:30分會更好~有點拖戲,2,神力女超人,      Wonder Woman
超級帥帥帥,5,神力女超人,      Wonder Woman
光女主角蓋兒加朵就值得5顆星,5,神力女超人,      Wonder Woman
一定要看,5,神力女超人,      Wonder Woman
以華納公司而言這部電影是他們一個很大的進步,5,神力女超人,      Wonder Woman
"請大家放心神力女超人不是查克·史奈德所執導的電影(超人：鋼鐵英雄,蝙蝠俠對超人：正義曙光)讓DC迷久等了不能錯過的好電影",5,神力女超人,      Wonder Woman
如果宙斯教育能夠作的好，戰神今天就不會掉落人間搬弄是非.....,2,神力女超人,      Wonder Woman
真的好看！,5,神力女超人,      Wonder Woman
"劇情流暢,幽默,特效也不錯,真的不錯看.",5,神力女超人,      Wonder Woman
好看,5,神力女超人,      Wonder Woman
爽片之外也有感動的地方。好看,5,神力女超人,      Wonder Woman
"神作,找不到哪部電影可超越",5,神力女超人,      Wonder Woman
好看! 只是到後來有點悲傷!,4,神力女超人,      Wonder Woman
大致上還不錯看,4,神力女超人,      Wonder Woman
Gal Gadot真的很棒，有感動，也有好笑!雖然劇情有點浮誇，但也算不錯!值得一看。,5,神力女超人,      Wonder Woman
DC救星 要看爽片絕對是看這部 ！ 推薦,5,神力女超人,      Wonder Woman
第一次留言就獻給她了，很喜歡從頭到尾劇情的鋪陳畫面細節的處理從天堂島一路到現實的轉換刻畫得很細緻女主超正啊！很適合去電影院看的一部片！開心,5,神力女超人,      Wonder Woman
好看,5,神力女超人,      Wonder Woman
女主角說台詞很僵硬，看到一半直接離開，網路評價很高，感覺都是槍手在寫的,1,神力女超人,      Wonder Woman
一部動作片居然可以感動到想哭,5,神力女超人,      Wonder Woman
值得～ 女超人正翻了 ！！ 爛番茄都是最高評價二刷預備。,5,神力女超人,      Wonder Woman
1.我是衝著女主角才去看的2.滿分五星，但兩星都是給女主角3.總共是2男2女去看4.看完都說哪有多好看，你們男生是因為要看女主角的吧5.覺得很冤枉，網友都說很好看6.以上是個人觀後感,2,神力女超人,      Wonder Woman
看了評分才跑去看，看完有些失望真的很普通。,3,神力女超人,      Wonder Woman
雖然這算是一部爽片，不過在女主角表情與生動的演繹之下，豐富了整部片的劇情。,5,神力女超人,      Wonder Woman
超好看的！！！,5,神力女超人,      Wonder Woman
真的很好看，女主角也好美,5,神力女超人,      Wonder Woman
還不錯看,5,神力女超人,      Wonder Woman
看了第二次還是一樣好看,5,神力女超人,      Wonder Woman
"
",5,神力女超人,      Wonder Woman
熱淚盈眶,5,神力女超人,      Wonder Woman
除了女神超正之外，裡面的戰爭打鬥也是超棒的！！黛安娜與史蒂夫的感情也是令人刻骨銘心啊！黛安娜透過史蒂夫不斷地成長，是本片最好看的部分，讚！！！提供個人認為最好的評論給大家參考：https://youtu.be/ht93PArAhnQ,5,神力女超人,      Wonder Woman
劇情很普通的敘述片，特效做的不錯，但就衝著美女出場的氣勢。稱為爽片應該也可以，至少不會冷。,3,神力女超人,      Wonder Woman
那些說不好看，失望的（鍵盤專家）.......確實是浪費你們的錢，花了三百塊去看你們腦容量根本不能負荷的好電影！,5,神力女超人,      Wonder Woman
好看,5,神力女超人,      Wonder Woman
深好👀爽片,5,神力女超人,      Wonder Woman
女主角某些場景好美唷！我覺得是目前DC電影最好看的，沒去看的趕快去看唷！劇情好緊湊⋯⋯聽到場景音樂，又開始沸騰了,5,神力女超人,      Wonder Woman
讚啦！我愛蓋兒加朵,5,神力女超人,      Wonder Woman
從頭到尾~太好看了。,5,神力女超人,      Wonder Woman
以英雄片來講~特效劇情都不錯!!而且女主角超正!!但不喜歡英雄片的就不建議看了~,4,神力女超人,      Wonder Woman
黛安娜，我的女神！,5,神力女超人,      Wonder Woman
最後的彩蛋是一個光頭男扛著一個圓形的大石頭!!!結束~~~哈哈,5,神力女超人,      Wonder Woman
劇情非常棒 男帥女美 時間一下就過去 心善與心惡   決定在信念 我老婆如果是神力女超人該多好  正義的女英雄,5,神力女超人,      Wonder Woman
還可以啦,4,神力女超人,      Wonder Woman
第一次看電影會想2刷,5,神力女超人,      Wonder Woman
果然不是查導拍的就變得超好看的,5,神力女超人,      Wonder Woman
好看極了！蓋爾賈多特根本是神力女超人,5,神力女超人,      Wonder Woman
熱血配樂 劇情流暢 動作超好看的 推推 女主角超美,5,神力女超人,      Wonder Woman
很刺激 非常好看！,5,神力女超人,      Wonder Woman
女主角真的演的好，劇情流暢，也算是爽片，比那個變形金剛5好看多了，我不是DC迷是金剛迷，都覺的神力女超人好看,5,神力女超人,      Wonder Woman
就只能說！！！！好看好看！！！！,5,神力女超人,      Wonder Woman
所以說女導演還是不太擅長拍打鬥片,3,神力女超人,      Wonder Woman
每個畫面都感受到導演的用心與張力，從一個無知的女孩到得知真相的女孩，有些評論說為何女主角要那麼傻，因為電影設定就是個無知的女孩....動作畫面用慢動作表示，更可以看得出來精湛的打鬥，比起迅速切換畫面，更可以感受女主角的力與美導演在主角情緒上的營造下了非常多功伕，這不是無腦的英雄片，是要去用心體會女孩的成長如果喜歡不太需要動腦與用心感受電影的觀眾，建議別看，這部片是有內涵的,5,神力女超人,      Wonder Woman
千萬別去看,1,神力女超人,      Wonder Woman
為了看女主來的，真的很正，但劇情真的一度讓我睡著...沒有到這麼好看,3,神力女超人,      Wonder Woman
還不錯!,4,神力女超人,      Wonder Woman
Good,5,神力女超人,      Wonder Woman
好看~看的很爽！這部是漫威DC強作起死回升……很喜歡古老神話故事，女超人就是這樣誕生那種神力真的無限大啊！😀😀😀,5,神力女超人,      Wonder Woman
大概只有Gal 連打架都優雅了吧… 連女生都愛她！,5,神力女超人,      Wonder Woman
好看 女主角很棒,5,神力女超人,      Wonder Woman
就真的很一般沒有什麼令人覺得特別,3,神力女超人,      Wonder Woman
沒有到我心中的4.6 4.7分,4,神力女超人,      Wonder Woman
好看,5,神力女超人,      Wonder Woman
她的名字應該唸 蓋兒 格妲,5,神力女超人,      Wonder Woman
比預期好看，女神,5,神力女超人,      Wonder Woman
真女神轉生,5,神力女超人,      Wonder Woman
有點拖戲～不過還不錯☺️黛安娜好美♥️,4,神力女超人,      Wonder Woman
劇情和特效比蝙蝠俠對超人來的好看多 光看蓋兒加朵演女超人 正又性感,5,神力女超人,      Wonder Woman
故事架構完整..英雄系列.黛安娜~你直接躍昇第一名!!!美翻了.帥炸了,5,神力女超人,      Wonder Woman
重點都是在女主角~ 如果可以縮短到1:30分會更好~有點拖戲,2,神力女超人,      Wonder Woman
女神無敵,5,神力女超人,      Wonder Woman
整個戰場都是我的伸展台！好看，沒話說。,5,神力女超人,      Wonder Woman
肯定奪下今年最美花瓶~啊~不是~是最美女性,5,神力女超人,      Wonder Woman
好看到炸翻囉,5,神力女超人,      Wonder Woman
難得好片 ! 女主角蓋兒又酷又正 !,5,神力女超人,      Wonder Woman
"好無聊,好弱的反派,看到快睡著,看加朵的顏質上給2顆星",2,神力女超人,      Wonder Woman
劇情完整，沒有太多廢話，但也能很明確感受到黛安娜心境的轉變。這部笑點比以往DC電影來得多，但卻不突兀。蓋兒賈多演活了這個角色，活潑天真又熱愛挑戰的公主，從溫室中走出到這個狡詐的世界。這配樂也是一絕，我想應該很多人跟我有同樣的感覺，以後只要一聽到這音樂，腦中自動撥放黛安娜跳窗而出的那一幕。只能說這部大概是我今年看的十幾部電影中最好看的一步了。,5,神力女超人,      Wonder Woman
"DC Comics 會敗給 Marvel 就是在於 電影行銷 這關就是輸給別人,中間部份片段不順有瑕疵的地方也沒有閃過,沒有彩蛋就結束,沒跟正義聯盟接軌.......,但內容是好看的!",5,神力女超人,      Wonder Woman
好看。感人。音樂。節奏 都好啊～～推推,5,神力女超人,      Wonder Woman
超級好看，好看到全身起雞皮疙瘩，帥翻了！,5,神力女超人,      Wonder Woman
好看，快趁下檔前快去看～～,5,神力女超人,      Wonder Woman
期待太高看完覺得扯爆，不合邏輯的地方太多，男女主角嚴格來說只認識三天還四天吧，愛成這樣也是難以理解，看整部吐槽了N次，看到沒耐性，完全是想看到底還能怎麼掰才看完的，原來Yahoo真的有在灌票這次相信了,1,神力女超人,      Wonder Woman
劇情真的很好看完了都還意猶未盡搭配sia的歌曲不禁讓人落淚後面真的讓人心酸酸的，好沉重阿可以看N次,5,神力女超人,      Wonder Woman
"很普通的劇情,我真得覺得最多只能給3顆,不會有蝦米驚喜..",2,神力女超人,      Wonder Woman
拍的一塊一塊一塊的，接起來反而卡卡的…無聊時可以看一下,3,神力女超人,      Wonder Woman
"女主角很正,但是電影劇情內容...恩就..",2,神力女超人,      Wonder Woman
比預告片好看！一定要看已經看6刷了 ,5,神力女超人,      Wonder Woman
超好看！！而且第一次看漫威電影哭了！😢,5,神力女超人,      Wonder Woman
神力女超人超正又帥 打鬥畫面都蠻讚的搭配神力女超人專屬的配樂 氣勢磅礡!!!男主角的戲份更細膩 演的很好 整體表現不會輸女主角,5,神力女超人,      Wonder Woman
比想像中好看，女主角永遠不會受傷~~,3,神力女超人,      Wonder Woman
超棒的很好看，女主角真的很棒！,5,神力女超人,      Wonder Woman
非常好看！我看到哭...,5,神力女超人,      Wonder Woman
快去看 主角就是威 能力MAX 英雄片,5,神力女超人,      Wonder Woman
真的很好看，片中帶有倡導性別平等的隱喻，蓋兒加朵將神力女超人詮釋的很好,5,神力女超人,      Wonder Woman
"劇情平舖，無特別張力劇情，特效不錯，動作對打最後稍刺激一點，但感覺少了什麼，不及超人蝙蝠俠最後對打怪物的feel,整體而言，不用看3d,2d尚可接受，小失望",2,神力女超人,      Wonder Woman
真的超好看 剛剛看完 非常感動 非常適合帶另一半去看除了一些很棒動作場面之外 感情戲 還有鋪陳都做的很讚不得不說今年真的看過最精彩的電影 準備在和同事看一次,5,神力女超人,      Wonder Woman
超好看的啦～～～,5,神力女超人,      Wonder Woman
"不懂為何可以到4.6顆星，看到最後一直看手錶，在想什麼時
候電影才會結束？
好爛的劇情，整場電影唯一值得的地方就是女主角好看",1,神力女超人,      Wonder Woman
純粹英雄片真的不需要有所期待主要是看蓋兒超萌der就對了其他不重要,4,神力女超人,      Wonder Woman
很值得去電影院看  !! 女主角正的我不要不要的,5,神力女超人,      Wonder Woman
超級好看 無冷場,5,神力女超人,      Wonder Woman
一個看到睡著  無聊,1,神力女超人,      Wonder Woman
整部片都是  3D   場景   嗎?,1,神力女超人,      Wonder Woman
沒片尾拜託大家不要再等了沒片尾拜託大家不要再等了沒片尾拜託大家不要再等了,5,神力女超人,      Wonder Woman
"這是一部發人省思的爽片!(以下為個人心得,無雷,請放心)大自然中本就有陰有陽,有善有惡!每個人心中亦如是!差別只在於每個人堅守的是光明多一點?還是黑暗多一點?內心的期望就如同女主角一般...期盼大部分的人都能用自己良善的一面戰勝自己內心的邪惡,讓這世界能多一點愛與光明,尤其在現今這個利益掛帥,道德淪喪的社會中....大家都加油吧!!!",5,神力女超人,      Wonder Woman
劇情特效滿分~好看!!,5,神力女超人,      Wonder Woman
"真的超好看!!! 我和我妹今天就已經二刷了!查克史奈德真的是神選角! 選中蓋兒加朵來演神力女超人黛安娜普林斯真的超棒的! 女性導演派蒂珍金斯真的很會拍! 我真的超愛! 號稱DCEU擴充電影宇宙救世主真的當之無愧!!! 希望DC、華納能夠繼續保持進步,逐漸追上MARVEL的MCU的腳步, 堅持拍出屬於DCEU風格的好電影,走出和MARVEL不一樣的道路出來! 互相良性競爭才是上上策啊! 真心期待神力女超人2的全新續作電影和今年底11月正義聯盟新電影上映日的到來! 我超愛DC、蝙蝠俠、神力女超人! 超讚啊!!!",5,神力女超人,      Wonder Woman
這是我目前看過最好看的英雄電影❤ ❤ ❤,5,神力女超人,      Wonder Woman
打鬥部分沒話說，女主角演的很棒。好看，無話可說!!!!!,5,神力女超人,      Wonder Woman
好看,5,神力女超人,      Wonder Woman
劇情少點會更完美我期待的很久結果劇情又占一大半有些劇情省去就好多了不懂為何辦晚宴 那男的和毒氣博士在晚宴講幾句話就走了女超人和將軍在晚宴講幾句話就走了我以為會在將軍和毒氣博士會在晚宴大屠殺那些狗官勒結果沒有~~我決得這段多餘的 從頭到尾只有到後面女超人對抗那戰神那段特效音效精典而已還有一些打雜魚的畫面精典打雜魚的畫面也才一點點劇情居多喔另外我決得那男主角和另外3個不知道是幹嘛的都是花瓶嗎拿者沒裝子彈的槍到處亂跑給女超人載安娜打頭陣 ~~ 說真的只有後半段女超人對抗戰神才精典所以給4星就夠了,4,神力女超人,      Wonder Woman
覺得前半部分很隆冗長 後半部分打鬥的特效做的很...普通 劇情也蠻無聊的 然後很多梗都好老套 從頭到尾都猜得到劇情... 覺得浪費錢 最後也沒有彩蛋 看到差點睡著,1,神力女超人,      Wonder Woman
awesome,5,神力女超人,      Wonder Woman
Gal Gadot 詮釋的實在太漂亮了 ~劇情後段在意料之外 真的比 加勒比海盜 好看多了 ~,5,神力女超人,      Wonder Woman
"超好看
感動",5,神力女超人,      Wonder Woman
劇情流暢，男女主角讓畫面更唯美，很多片段很感動，總之真的好看，推～,5,神力女超人,      Wonder Woman
超好看！想再二三刷！,5,神力女超人,      Wonder Woman
棒呆了,5,神力女超人,      Wonder Woman
說真的是有場面啦，女主角也真的很漂亮，但劇情亂七八糟，完全不緊湊，純粹是個爽片，喜歡的是可以入場看看，給一顆星平衡一下，想看有內容的就不建議進場了,1,神力女超人,      Wonder Woman
我覺得頂多只有四顆星而已，故事劇情太長，是歌星全部給女主角長得很正！,4,神力女超人,      Wonder Woman
正。其他普普,4,神力女超人,      Wonder Woman
不愧是DC的超級女神片這部英雄片很成功的把戴安娜從純真的女孩到後來神勇爭戰沙場刻畫入微相當精采,5,神力女超人,      Wonder Woman
"不好看 特效太差
最後一幕爆氣的時候瞬間站起來 太突兀了",1,神力女超人,      Wonder Woman
其實跟鋼鐵英雄超然一樣好看，把來龍去脈都說的很清楚，但這部我是覺得中間有點冗長些，是可以再微縮ㄧ些。而且我覺得主題曲英文歌很好聽，若在片尾做成剪接成一部MV我覺得蠻有Fu的。,4,神力女超人,      Wonder Woman
"蠻好奇怎麼會這麼多人來故意刷1星

這部片讓我蠻想二刷的👍",5,神力女超人,      Wonder Woman
原本沒興趣  去看看   結果出乎意料好看   推,5,神力女超人,      Wonder Woman
只有畫面和人好看而已，劇情真的無聊，當觀眾幼兒嗎?,1,神力女超人,      Wonder Woman
真的超好看 幽默 愛情 動作 最後有點淒美 感人肺腑,5,神力女超人,      Wonder Woman
真的很好看~~看完之後熱血沸騰，好像變成她喔!!!!,5,神力女超人,      Wonder Woman
"第一次評論就送給女超人啦!好好看,絕無冷場.",5,神力女超人,      Wonder Woman
很精彩,5,神力女超人,      Wonder Woman
女神好正呀！😍,5,神力女超人,      Wonder Woman
有點拖戲，中間一度睡著，還是漫威的英雄系列好看。,2,神力女超人,      Wonder Woman
好看.,4,神力女超人,      Wonder Woman
看到想睡....,2,神力女超人,      Wonder Woman
