comments,star,movie_cht,movie_eng
難看.機場戰鬥變兒戲.鋼鐵人跟美國隊長戰鬥更是沒壯觀場面.普通拳打腳踢.特效動作場面都普普通通.,1,美國隊長3：英雄內戰,      Captain America: Civil War
"中間看到睡著,梗沒什麼變化,打來打去而已...",3,美國隊長3：英雄內戰,      Captain America: Civil War
漫威這次終於拍出富有劇情內涵&精彩動作的電影了真的是今年目前最好看的超級英雄電影!!!如果只想看無腦爽片~就去看弱化戰警：天啟吧這部片不適合你(妳),5,美國隊長3：英雄內戰,      Captain America: Civil War
只覺得黑寡婦在這部戲裡打得好辛苦啊....演黑寡婦真的越來越不容易了!其他的不方便爆雷囉。但是黑豹的戲份令人刮目相看 ! 尤其在最後，其他就不方便爆雷囉 !,5,美國隊長3：英雄內戰,      Captain America: Civil War
抱著一桶爆米花喝著可樂！享受接下來的時間。不過水不要喝太多！因為毫無冷場的情節你是不會想錯過的！至於彩蛋.....  電影中埋了很多未來的伏筆。要看仔細！但這部就是在講美國隊長，所以分析劇情時不用想到其它部電影情節！總之！好好享受吧！小心別血尿！,5,美國隊長3：英雄內戰,      Captain America: Civil War
實在好看，但覺得拍的越來越象X戰警,4,美國隊長3：英雄內戰,      Captain America: Civil War
漫威史上最有深度的電影,5,美國隊長3：英雄內戰,      Captain America: Civil War
覺得很好看，可是我不能看,5,美國隊長3：英雄內戰,      Captain America: Civil War
好看,5,美國隊長3：英雄內戰,      Captain America: Civil War
動作場面超棒 原本站鋼鐵人那 看完換邊站了 是一部很好看的爽片,5,美國隊長3：英雄內戰,      Captain America: Civil War
很無言!打得很無腦！　打不出結果！最後又不了了之，　中間看到一半打哈欠，又很想了解清楚劇情，很專注的繼續看！　但真的......,1,美國隊長3：英雄內戰,      Captain America: Civil War
真的不得不說真的很爽片打鬥方面很精彩  內容也很棒  人物的感情細節也交代的也有無冷場,5,美國隊長3：英雄內戰,      Captain America: Civil War
故事前提，這世界上有一群拳頭很大的人群，因為有錢有超能力有超人類，全世界各國政府都無法約束，他們立意是善良的，想保護世界人們，但是再有一次事件中，這群人為了世界和平建造更強的機器人，但是這機器人不受控制，這群人與機器人發生戰爭，傷害了死了很多人，事實上這些死的傷的是無辜的，也沒任何政府法律約束，誰要我拳頭大，現在有個人家裡因為機器人事件，家裡都死光了，故事說他是壞人，但是只想報仇因為今天世界無法給她討公道，只好偏激的製造這群人的對立，雖然過程中死了一堆平民，而拳頭大的人今天我拳頭大就可以任何事都不用經過法律途徑，包誇被人誣陷，今天在台灣你被誣陷請走法律途徑，很簡單證據充足收押禁見，證據不足交保候傳，而不是我沒罪找人打警察打軍人繞跑就沒事，有部份拳頭大的人認為這樣也不對，就和這些人自以為正義的人實際上雙重標準的人對打起來，故事大概如此，請問壞人想報仇對不對？當法律無法給你公道時候你該如何？好人也可能是壞人的，我爸媽被殺了只因為你朋友被控制就不用背負任何罪名？把人家打一頓再跟對方說對不起，就可交待？冰棒隊長神邏輯不用跟任何人交待只知道自己朋友是人，其他就算了？打了人就跑？想想壞人不一定完全壞，好人真的好嗎？尤其那些自以為正義舉著正義大旗就可以做任何事？,3,美國隊長3：英雄內戰,      Captain America: Civil War
good to see .,4,美國隊長3：英雄內戰,      Captain America: Civil War
漫威系列特別滿意的一部~(部分提到有捏到的話 怕看到者可跳過..)美3人物雖然多 卻沒有奧創那部那麼糟糕雷死人(一度想拍內心戲卻悶到爆..咿?這應該沒影射到DC某神片吧..旁邊真的傳來打呼聲的奇蹟片耶..)這次覺得角色的發揮與安排恰到好處(幻視、羅德、鷹眼比較有點變串場配角味)新角色蜘蛛人有了新的面貌，搞笑又搶眼阿(年青版改變一下原本死氣沉沉的版本阿)，黑豹貴公子的初登場也覺的塑造的成功女巫則是本片之本片我最正阿，希望未來不會真的演成跟幻視在一起(感覺好不搭喔~其實是忌妒~XD)這部動作場面用心設計外 (感覺拳拳到肉派跟特效派2種都有)其實劇情與內在也許多涵義在裡面美國隊長對政府的不信任也很影射現實生活(就像人民對政客的不信任與不認同感)鋼鐵人因愛情而選擇與政府妥協，因為親情會失去理智暴走狂打使徒?(外表再堅強的鋼鐵 內在卻比想像脆弱萬分阿 這才是人性) 隊長因為友情就算不顧性命也要力挺到底(其實個人這部片特別認同隊長的思維跟立場!!正義與熱血的代表阿~~)而最終隱藏的大魔王 其實也是由陽光進入黑暗面的受害者(活著只能為復仇而生 其實也是很悲劇的反派)  最厲害的是 他靠的不是武力與超能力而是費盡心機連環計，來考驗人性，使英雄不攻也會自破...動作場面超讚 前半部節奏感相當棒，實打的動作部分，捍衛任務的動作指導跟攝影鏡頭拿捏得很棒 黑寡婦跟巴基根本動作明星阿!後面機場那段雖然特效過多 螞蟻桑放大時很鹹蛋超人特攝的感覺很微妙，他跟蜘蛛人在這段戲份也相當重，並更增加這段運鏡豐富度與趣味阿!!最終殘暴打集篇，看到東尼的暴走與宣洩，最後竟然還會很幼稚的飆氣話凹盾牌，這真得很真實的描述人性阿!!相比下 美國隊長真的成熟得多 不論處理事情或對隊友、朋友等 都更貼近一個你會很想跟他當朋友的那種人格特質阿~~(成熟穩重又帥呆..還很會照顧人XD)最終也是他緊張隊友而去拯救，(女巫自小被關起來，感覺得出有幽閉恐懼症，隊長其實也很在意關切到了)最後那封親筆信相信應該也打動了東尼，期待明年復3大集合與雷神、綠大大會合後，可以跟上美3的水準與內涵阿!!別再延續奧創的擺爛阿~~相當建議還沒看的朋友趕緊去看，看過的朋友可以展開回鍋看把沒注意到的細節再品味一下囉~,5,美國隊長3：英雄內戰,      Captain America: Civil War
"廢話不多說，就是超級好看！
我的朋友沒看前面的威漫系列電影，她看了也說很好看！而且都看得懂！
這部電影可以納入我的人生中  經典大片之一了!!!!!
要記得有2個彩蛋唷！大家都看完第一個就走了........",5,美國隊長3：英雄內戰,      Captain America: Civil War
有好導演比有好劇本重要多了，復仇者聯盟1和2徹底被美國隊長2和3打爆,5,美國隊長3：英雄內戰,      Captain America: Civil War
"片子最後有2個彩蛋喔
不要急著走。",5,美國隊長3：英雄內戰,      Captain America: Civil War
狂,5,美國隊長3：英雄內戰,      Captain America: Civil War
國賓票號00769531(3D)美國隊長3:英雄內戰前面可能鋪陳有點長，整體感覺還不錯其實就是去看爽片，還要要求什麼呢,5,美國隊長3：英雄內戰,      Captain America: Civil War
超好看，內牛滿麵,5,美國隊長3：英雄內戰,      Captain America: Civil War
看完真心覺得所有英雄中最厲害的是蜘蛛人～都可以把其他英雄黏著了！笑慘～,4,美國隊長3：英雄內戰,      Captain America: Civil War
劇情很扯故事真的很鳥，美國隊長完全就沒什麼用............像隻超級小兵.....然後英雄們屁話一堆，連看爽片的感覺都沒有看到頻頻翻白眼，中間還一度要睡著，因為真的太悶了... 真心認為不要抱期望去看!,1,美國隊長3：英雄內戰,      Captain America: Civil War
"看完之後最大的一個想法就是 :我基本上認同超級英雄需要有人管理跟領導 , 問題是...... 怎麼會笨到相信一群遇到外星人入侵 , 只懂得往紐約市丟核彈的政客 , 能做出比超級英雄們自身更正確的判斷 ??!!另外 , 對於復仇著們的指責也很不合理. 這些人指稱復仇者們在跟反派戰鬥時害死了他們的親人, 是兇手 . 他們可以指責這些超級英雄 , 超級英雄們也不能完全說沒有責任. 但是說超級英雄們是兇手, 要負全責 , 就不合理了. 如果羅斯將軍他們的指責能成立 , 那從今以後 , 應該禁止警察追捕歹徒!! 因為在大街上飛車追逐, 或是警匪槍戰 , 都可能肇成無辜平民傷亡 . 另外 , 要求簽屬協議的117個國家應該要撤銷國防武力 . 以後遇到外敵入侵應該直接投降 , 不然一旦反抗就會造成無辜百姓的傷亡. 這種說法像話嗎???感覺上就像賓拉登製造恐怖攻擊 , 造成成千上百人的死亡. 結果人們不去指責賓拉登的暴行, 反而責怪特種部隊的成員在抓捕賓拉登的過程中流彈誤傷了旁人, 應該要負起全責被逞罰一樣 , 讓人精神錯亂!!",5,美國隊長3：英雄內戰,      Captain America: Civil War
超級好看的啦！超推薦去看的,5,美國隊長3：英雄內戰,      Captain America: Civil War
居然找瑪麗莎托梅來演梅姨!!! 是要接續我心屬於你(only you)中她和小勞勃道尼的情緣嗎??,5,美國隊長3：英雄內戰,      Captain America: Civil War
"雖然劇情不是重點, 不過我想問為什麼BOSS會知道鋼鐵人會追過來並且準備了影片放給他看,我想看的是那5個戰士復活阿,BOSS真的很瞎",2,美國隊長3：英雄內戰,      Captain America: Civil War
超極無敵霹靂好看！已決定2run!,5,美國隊長3：英雄內戰,      Captain America: Civil War
真的很希望史奈德能來看一下這部電影…學一下剪輯和故事的敘事。別再說甚麼dc的電影本來就怎樣怎樣了，其實是導演把那部拍壞了。,5,美國隊長3：英雄內戰,      Captain America: Civil War
這不片要看2次才過癮,5,美國隊長3：英雄內戰,      Captain America: Civil War
很內心戲的ㄧ部片，帥度依然100,5,美國隊長3：英雄內戰,      Captain America: Civil War
個人覺得是漫威系列之最！值得二刷,5,美國隊長3：英雄內戰,      Captain America: Civil War
美國隊長體術勝鋼鐵人,5,美國隊長3：英雄內戰,      Captain America: Civil War
給一星的工讀生別鬧囉,5,美國隊長3：英雄內戰,      Captain America: Civil War
這部片其實最厲害的是導演再來就是編劇，要安排這麼多主配角戲分又要顧慮劇情發展動作真的很精彩，可惜是幾乎預告或youtube上就看過了，所以就沒什驚喜蠻好看的但要說好看到要看第２次是沒有彩蛋可看可不看，只是在預告下部電影第一段是黑豹第二段是蜘蛛人而已,5,美國隊長3：英雄內戰,      Captain America: Civil War
這部電影很有意義，層面很深很廣，不單單只是一個聲光效果/打鬥精采的英雄片；在你選擇站在哪一方時，你隨著播放過程中會開始猶疑，始至我沒辦法再說支持誰或者開始憎恨哪個角色。即便以往都有絕對的是非觀念的人，也會有判斷錯誤的時候；以往最沉著冷靜的人，也會有讓人覺得感情用事的以政府為敵的時候；在這部電影中，很多事情都沒有絕對，而在做選擇的時候，你必許有所取捨。「保護了多數人傷害了少數人，可是如果不這麼做，連多數人也會沒有明天」，很多事情不必然是對的，但也不是錯的。你站在什麼角度去考量，就如各個英雄站的立場不同，分成了兩派；而團體中有了分歧之時，得利者絕對也不是這兩邊。「抱歉是我傷害了你，只要有難，你一聲，我一定會來幫忙。」,5,美國隊長3：英雄內戰,      Captain America: Civil War
看美隊內戰這麼多人互毆還是挺爽，只是感覺劇情較以往有點鬆散了，這次黑豹有帥到，期待黑豹獨立電影；最後我還是比較喜歡DC呈現這個議題的方式。,3,美國隊長3：英雄內戰,      Captain America: Civil War
就是不斷保護巴奇的戲,4,美國隊長3：英雄內戰,      Captain America: Civil War
"真的很好看

不管是打鬥、劇情、搞笑⋯⋯都安排到位",5,美國隊長3：英雄內戰,      Captain America: Civil War
爽度2000%~~,5,美國隊長3：英雄內戰,      Captain America: Civil War
"整體打鬥還算不錯, 也有幽默的地方但劇情有點牽強, 雙方都是成人了, 難道無法好好溝通非打不可?打鬥不怕傷害朋友? 傷及無辜人的財產都沒關係?一個機場就全部給你們亂打? 但喜好漫威電影, 還是要去看一下.",4,美國隊長3：英雄內戰,      Captain America: Civil War
非常好看,5,美國隊長3：英雄內戰,      Captain America: Civil War
好看 但時間太短 意猶未盡,5,美國隊長3：英雄內戰,      Captain America: Civil War
廢話不用多⋯就是好看！,5,美國隊長3：英雄內戰,      Captain America: Civil War
"覺得片名可以直接叫英雄內戰即可, 而且絕對可以分為上下兩部,因為感覺一些角色的立場劃分跟內心轉變不夠有說服力,尤其蘇柯維亞法案,復仇者聯盟造成的毀壞就美國兩個城市,快瓦解的國家蘇柯維亞,跟奈及利亞(也傷及瓦甘達人民), 然後聯合國就有117個國家想要管理復仇者聯盟,也只有瓦甘達國王表明自身國家立場,然後他就...,,所以覺得在這個法案的部分有點勉強, 這是我個人覺得本片的小缺點    蜘蛛人是本片最大亮點,白目等級不輸死侍,就差他不罵髒話而已   蟻人依舊很幽默   可看出黑豹確實錢財資源方面高過東尼,也預測會用汎合金做回巴奇的左手   彩蛋方面我覺得彩蛋一其實可放至片尾,然後彩蛋二放在第一個彩蛋, 彩蛋二放個DR.STRANGE簡短預告我也高興啊哈哈哈",4,美國隊長3：英雄內戰,      Captain America: Civil War
前面鋪陳太長 ...,4,美國隊長3：英雄內戰,      Captain America: Civil War
比想像中的好看很多～,5,美國隊長3：英雄內戰,      Captain America: Civil War
"如同球類比賽 一面倒的比賽沒意思, 勢均力敵的比賽,才好看!!看來劇情安排的部分有解決這樣的問題電影劇情似乎 不是照漫畫原著的編劇...比賽後如何收尾~!畫面該如何呈現  !!考驗編劇跟導演的能力 同時也是左右票房的關鍵!!!",5,美國隊長3：英雄內戰,      Captain America: Civil War
好看啊～ 意外的是劇情好,5,美國隊長3：英雄內戰,      Captain America: Civil War
如題，沒有什麼反派角色，真的就是英雄內戰。2段結尾預告...,5,美國隊長3：英雄內戰,      Captain America: Civil War
看得很過癮~ 推^^,5,美國隊長3：英雄內戰,      Captain America: Civil War
Very good,5,美國隊長3：英雄內戰,      Captain America: Civil War
好看！史蒂夫在本集表現得很出色！猛男一枚！結束後有2段彩蛋,5,美國隊長3：英雄內戰,      Captain America: Civil War
DC迷千萬不要看…,5,美國隊長3：英雄內戰,      Captain America: Civil War
蠻多新角色加入的..增加了不少新鮮感,4,美國隊長3：英雄內戰,      Captain America: Civil War
屌打DC不解釋,5,美國隊長3：英雄內戰,      Captain America: Civil War
真是受夠！要劇情沒劇情！要動畫沒動畫！簡直被騙了,1,美國隊長3：英雄內戰,      Captain America: Civil War
"看完後覺得超失望，
從一開始簽合約就不知道美國隊長在耍什麼中二，
前面也沒多交待就突然來個殺父母之仇
劇情根本直逼八點檔
值得一提的是打鬥場面
但是這麼多人物
很明顯導演根本處理不來
有的角色出場不到幾分鐘
最後撥音樂我才意識到電影結束了喔！
結局到底什麼鬼
最扯的是那個壞人
原來精神科醫生就這麼容易混進去喔
沒有人懷疑嗎？？
而且他想統治世界還是想毀滅世界我勉強能接受
結果他動機是想讓英雄內鬥
好啦他成功讓他們打一架
So???
這部是我marvel系列看過最爛的一部",2,美國隊長3：英雄內戰,      Captain America: Civil War
昨天去看了，說真的滿無聊的片長太長內容疲乏只有大亂鬥那邊精彩而已,3,美國隊長3：英雄內戰,      Captain America: Civil War
支持鋼鐵人,5,美國隊長3：英雄內戰,      Captain America: Civil War
比復仇者聯盟2還讚,5,美國隊長3：英雄內戰,      Captain America: Civil War
後半段變成了私人恩怨而打起來....有點小失望,3,美國隊長3：英雄內戰,      Captain America: Civil War
看每個英雄施展技能就覺得很爽了XD好片快進電影院看!,5,美國隊長3：英雄內戰,      Captain America: Civil War
黑寡婦打鬥超帥的,5,美國隊長3：英雄內戰,      Captain America: Civil War
緋紅女巫真的太正了~不留言對不起自己良心 超級好看 大推,5,美國隊長3：英雄內戰,      Captain America: Civil War
我要再去看第二次了！,5,美國隊長3：英雄內戰,      Captain America: Civil War
"動作場面流暢
尤其機場那段..超棒",5,美國隊長3：英雄內戰,      Captain America: Civil War
這次劇情很沉重很虐心，打鬥跟內戰亂鬥非常精彩啊…😂😂還有就是蟻人超猛的在這一集裡它非常吃香很搞笑，想知道的人就自己去看吧…在來就是蜘蛛人也超爆笑，高興的是在在未來第四集裡它就要正是回歸囉^^~在來片尾有兩個小彩蛋一定要看啊…😉,5,美國隊長3：英雄內戰,      Captain America: Civil War
第一次評語就獻給這部電影了,5,美國隊長3：英雄內戰,      Captain America: Civil War
這輩子看過這麼多電影 最好看的動作片就是這部 比玩命關頭還好看太讚了 ~所有該有的動作特效 大場面 感人戲都做的很精彩 沒有其他電影可以比了,5,美國隊長3：英雄內戰,      Captain America: Civil War
如標題，我很久沒進電影院了，這次真的很值得。,5,美國隊長3：英雄內戰,      Captain America: Civil War
"維持法律的一方(鋼鐵人 黑寡婦 蜘蛛人 幻視 戰爭機器),那裡錯了??? 戰爭機器還半癱了...自私自利的一方(美國隊長 緋紅女巫 蟻人 獵鷹 鷹眼)對造成無辜傷亡之事,毫無愧疚自省,尤其美國隊長完全目無法紀...未來美國隊長系列,我拒絕觀賞...",1,美國隊長3：英雄內戰,      Captain America: Civil War
劇情扎實!!正宗爽片!!推~,5,美國隊長3：英雄內戰,      Captain America: Civil War
本來要給四星，後來想想劇情和反派實在不怎樣，雖然名稱是內戰沒錯，但反派還是很讓人失望，幸虧裡面有些勉強笑的笑點，動作還OK!整體而言，比我所期望的略低。(我這次還選擇2D-BOX，真的真的沒那必要花上一倍的錢啊!),3,美國隊長3：英雄內戰,      Captain America: Civil War
為什麼輔12+,1,美國隊長3：英雄內戰,      Captain America: Civil War
還好,1,美國隊長3：英雄內戰,      Captain America: Civil War
嚇死蜘蛛寶寶了,5,美國隊長3：英雄內戰,      Captain America: Civil War
我是看4DX~~~~除了是很強檔的商業片之外，在機場大戰時，每個英雄的戲份都分配的剛剛好，我覺得除了爽、好看、娛樂性十足外，故事的鋪陳也超乎我的想像。MARVEL對於復仇者的故事架構，果然費了不少心思喔！,5,美國隊長3：英雄內戰,      Captain America: Civil War
我只給兩種評論，極好與極差，這部電影為極好。,5,美國隊長3：英雄內戰,      Captain America: Civil War
一開始以為跟蝙蝠俠鬥超人一樣，看了後，很多不錯的元素在裡頭，好看！,5,美國隊長3：英雄內戰,      Captain America: Civil War
"本部電影參雜了兩位感覺像X戰警的人物,實力根本已超過其他英雄人物了,英雄們打起來有力道,但怎麼摔怎麼打都不痛不癢的,真的hp有夠高,黑豹換個裝就和英雄實力不相上下也蠻扯",3,美國隊長3：英雄內戰,      Captain America: Civil War
看了第二次~還是超級好看!!真的值回票價,5,美國隊長3：英雄內戰,      Captain America: Civil War
偉大的美國在暗示，他們出兵都有合理的理由，傷到平民也是不得已的，要能完成他們的成就，犧牲弱國平民也是無可奈何的。,5,美國隊長3：英雄內戰,      Captain America: Civil War
感覺像是為了湊成一集而集結各路英雄而來的電影，美國隊長本身的戲份不夠強烈明確，裡面角色多各自分攤了許多劇情，導致劇情鬆散，愛恨不夠深刻，衝突也不夠深。建議下檔再租DVD來看就好了。,1,美國隊長3：英雄內戰,      Captain America: Civil War
鋼鐵人，因該有很多小兵沒出，最大台的空中可以自己組裝修理的也沒出，跟我期待的有差，整體表現就是打打打人物特質沒表現出來。有點失望,2,美國隊長3：英雄內戰,      Captain America: Civil War
花錢進戲院就要看這種電影,5,美國隊長3：英雄內戰,      Captain America: Civil War
"真的好看～無冷場！後面鋼鐵人真的好可憐...
期待漫威所有續集英雄電影！加油",5,美國隊長3：英雄內戰,      Captain America: Civil War
超好看的~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~強力推薦,5,美國隊長3：英雄內戰,      Captain America: Civil War
"大堆頭的戲最怕看完很虛,導演有照顧到各英雄的個性及想法,不錯看.",5,美國隊長3：英雄內戰,      Captain America: Civil War
覺得劇情好差⋯看看打鬥還可以,3,美國隊長3：英雄內戰,      Captain America: Civil War
好看 不看絕對後悔,5,美國隊長3：英雄內戰,      Captain America: Civil War
無聊 小孩子打架,1,美國隊長3：英雄內戰,      Captain America: Civil War
太猛啦!!!,5,美國隊長3：英雄內戰,      Captain America: Civil War
"太過商業化，完全沒內容！
角色性格完全不是依照原本的個性，傑傲不馴的鋼鐵人變成乖乖牌，國家榮譽至上的美國隊長變得狂放不羈，解釋的太牽強。硬要拉一堆英雄角色入戲，反而變得一團混亂。喜歡特效的影迷，你會喜歡，但劇情設定真的是爛到不行…",2,美國隊長3：英雄內戰,      Captain America: Civil War
"機場那段打鬥真的會讓人大開眼界，精彩到沒話說，完全的把""英雄內戰""這個重點完美的呈現出來。",5,美國隊長3：英雄內戰,      Captain America: Civil War
此片比正義曙光好看太多了，整部片無冷場，真的很值得進劇院看多次~期待復仇者也會和這集一樣好看,5,美國隊長3：英雄內戰,      Captain America: Civil War
"劇情沒有主駎
主要看鋼鐵VS隊長打鬥
爆點是蜘蛛、螞蟻",3,美國隊長3：英雄內戰,      Captain America: Civil War
沒甚麼亮點，新蜘蛛人搞笑 就跟以前的鋼鐵人風格插不多嚴肅的註冊協議 一開始討論完之後幾乎沒下文 整場就是在演  巴奇爭奪戰不過，誰在乎呢? 只要有特效 鋼鐵人飛來飛去 就一堆人買單了阿?英雄互毆了無新意的特效  無深度的劇情   (不要再說爽片不用劇情了) 那我在家看重播就好了啊?機場戰鬥 不差 但其實 打飛機 隊長就跑不掉了   我可以理解這邊是希望隊長停手  所以鋼鐵人沒出大招但最後 東尼發現 他家人是被XXXX給XXXX    暴氣那邊 我就無法理解 看過鋼鐵人123 復仇者12  鋼鐵人招式武器很多吧......美對跟巴奇就是強在近戰  一個鋼鐵人 偏偏一定要1打2 打進戰????  虧自己還說自己是天才....演到這已經暴氣可以放大招了吧...難道鋼鐵裝那麼多  越做越退步!?!?一樣以探討 英雄造成的傷亡來說  BVS這點 就做得比較好 仔細品味 其實是很認真地在討論 政治 宗教  傷亡 等等   當然 也許太過認真的討論  顯得中間劇情 沉悶  剪接放面也有很大缺點很多人因該都沒看過 鋼鐵英雄 直接看BVS  所以 無法投入劇情   講到這點又要幹了  又是一堆想看無腦英雄大亂鬥的人 敗興而歸 罵爛片蝙蝠打超人 他有給他機會嗎? 沒有 重頭到尾 都出招   都快要殺掉超人了  根本是來真的    鋼鐵人呢? 跟兩位近戰高手 打進戰?,1,美國隊長3：英雄內戰,      Captain America: Civil War
覺得沒什麼內容~可以不用花錢進戲院看,1,美國隊長3：英雄內戰,      Captain America: Civil War
前面還蠻悶的，只有後面大亂鬥好看,3,美國隊長3：英雄內戰,      Captain America: Civil War
好像沒什麼新把戲了，沒有驚喜，普普,3,美國隊長3：英雄內戰,      Captain America: Civil War
真的好看,5,美國隊長3：英雄內戰,      Captain America: Civil War
很好看，劇情緊湊熱血，笑點彩蛋很多，英雄很多很像復仇者聯盟3,5,美國隊長3：英雄內戰,      Captain America: Civil War
絕對不會讓你失望的一部片,5,美國隊長3：英雄內戰,      Captain America: Civil War
真的蠻好看的，從頭到尾沒冷場過,5,美國隊長3：英雄內戰,      Captain America: Civil War
或是看數位IMAX的就好?,5,美國隊長3：英雄內戰,      Captain America: Civil War
這次美國隊長3的導演很強...覺得超越前面幾集小勞勃道尼的內心戲 好揪心.....讚！故事因果鋪陳 節奏感覺不錯！(果然是需要好導演啊～,5,美國隊長3：英雄內戰,      Captain America: Civil War
真的很像在看復仇者聯盟~看得真的很過癮!!,5,美國隊長3：英雄內戰,      Captain America: Civil War
超級好看~~~想去看第二遍！！好多亮點~一定要去看！,5,美國隊長3：英雄內戰,      Captain America: Civil War
之前鋼鐵人3的滿大人很遜!復仇者2是很鳥的奧創!這次的BOSS竟然是想報仇的路人甲....整部片也沒蝦米搞笑很沉悶....彩蛋其中一個還是廣告蜘蛛人!真是後悔的一部片!,1,美國隊長3：英雄內戰,      Captain America: Civil War
"超級好看呀！
看到一半還遇到地震超恐怖",5,美國隊長3：英雄內戰,      Captain America: Civil War
"超好看! 支持Iron man是正確的～～ 
可是 進電影院前 一定要尿尿大便排泄乾淨，不然真的忍到天荒地老 膀胱快爆炸QQ",5,美國隊長3：英雄內戰,      Captain America: Civil War
有2段彩蛋。第2段彩蛋在講蜘蛛人回歸,5,美國隊長3：英雄內戰,      Captain America: Civil War
美國隊長和酷寒比我預計的還威猛,5,美國隊長3：英雄內戰,      Captain America: Civil War
發表人：edpersident   發表時間：2016-04-27標題：吐血非常難看，才開場就出來了！ 無言，爛片！硍你它  媽 的   是看  A片呀   早洩要看醫生,5,美國隊長3：英雄內戰,      Captain America: Civil War
再看一次囉~,5,美國隊長3：英雄內戰,      Captain America: Civil War
"劇情有交代得清楚,每個角色都到位,真的很好看,不過最後蜘蛛人的有點弱掉(個人感覺)",4,美國隊長3：英雄內戰,      Captain America: Civil War
非常棒!!!打鬥精彩又不失深度,5,美國隊長3：英雄內戰,      Captain America: Civil War
美國隊長依然是我最愛的英雄片系列，因為不會只有打鬥，都會賦予電影敘事的劇本，人物背景描述，洽如其分。比起起奧創好了幾個檔次，要去戲院看！,4,美國隊長3：英雄內戰,      Captain America: Civil War
直到最後一刻，才能知道反派真正的意圖,5,美國隊長3：英雄內戰,      Captain America: Civil War
好看!,5,美國隊長3：英雄內戰,      Captain America: Civil War
平衡的很好! 不解釋!,5,美國隊長3：英雄內戰,      Captain America: Civil War
非常好看！毫無冷場！,5,美國隊長3：英雄內戰,      Captain America: Civil War
蠻精彩的，都不覺得有兩個半小時這麼久,5,美國隊長3：英雄內戰,      Captain America: Civil War
緋紅女巫真的是太正啦!!!Elizabeth Olsen,5,美國隊長3：英雄內戰,      Captain America: Civil War
"影片內容算不錯,眾多大咖滿足觀眾口味!只是左右旁邊20幾歲觀眾三不五時拿手機出來滑幾下,閃閃光害嚴重影響我看片情緒....公德心+尊重別人=0,只想到他自己.....教育失敗!",4,美國隊長3：英雄內戰,      Captain America: Civil War
非常好看!!,5,美國隊長3：英雄內戰,      Captain America: Civil War
👍,5,美國隊長3：英雄內戰,      Captain America: Civil War
Very very good film,5,美國隊長3：英雄內戰,      Captain America: Civil War
我覺得很好看，唯一的缺點是預告演得太精采了鋼鐵人被騙過去的理由有點牽強，其他的部分超精彩~~,5,美國隊長3：英雄內戰,      Captain America: Civil War
真的超好看！！,5,美國隊長3：英雄內戰,      Captain America: Civil War
如果你沒有搞懂漫威電影宇宙的世界觀一定會看不懂在演什麼,5,美國隊長3：英雄內戰,      Captain America: Civil War
今天去看完全無冷場，這次劇情內心部分，兩方勢力各有想法跟堅持，值得醒思，非常精彩，大推薦!打鬥場面+劇情完整度更甚第二部，狂推。,5,美國隊長3：英雄內戰,      Captain America: Civil War
"看過漫威任何一部電影的你怎麼能缺這一部? 這次導演把各路英雄特色和能力拍的恰恰好,比復1復2好上上百倍,難怪片商媒體有信心說這部會破紀錄,等著看吧 !!!   重點是我看到我最愛的蟻人了 ~",5,美國隊長3：英雄內戰,      Captain America: Civil War
"巨星少了兩位但更能暸解漫畫,值得一看",4,美國隊長3：英雄內戰,      Captain America: Civil War
大推~~,5,美國隊長3：英雄內戰,      Captain America: Civil War
小朋友看的,1,美國隊長3：英雄內戰,      Captain America: Civil War
根本復仇者聯盟。最喜歡驚喜英雄出現那段，前面有點悶,5,美國隊長3：英雄內戰,      Captain America: Civil War
是不錯看，但是我不覺得這麼大的仇鋼鐵人可以忍住不抓狂，這點無法認同美國隊長。但是我也反對簽署協議，如果真的有事等決議完早死更多人，如果英雄需要管制不管制就是罪犯，那直接當反派就好誰要當英雄。,3,美國隊長3：英雄內戰,      Captain America: Civil War
超級好看,5,美國隊長3：英雄內戰,      Captain America: Civil War
還好有多話的蜘蛛人跟華生一秒出現，不然劇情跟超人對蝙蝠俠一樣，就是誤會麻！真的沒梗了嗎？接下來x戰警不要再誤會劇情了,1,美國隊長3：英雄內戰,      Captain America: Civil War
懶得等彩蛋....不錯看~比DC好太多~推薦進電影院看~,5,美國隊長3：英雄內戰,      Captain America: Civil War
目前看到的漫威宇宙為止最強的英雄片了，黑豹、蜘蛛少年的出現真的是亮點，緋紅女巫的表現比復仇者2更讚，英雄們沒有誰對誰錯，唯各立場不同罷了，羅素兄弟導演的導演功力真是沒話說，復仇者3應該找他們來拍，最後機場那場英雄大對決絕對會在影史留名(IMAX拍攝大約打了15分鐘左右)請不要暴雷與劇透好嗎,5,美國隊長3：英雄內戰,      Captain America: Civil War
"今天一早去看早場,新竹巨城人潮爆滿= =重點是.....真的好看!前半段很讚,蜘蛛人那段好笑及其他沒出現過的畫面,對戰沒冷埸真是剌激,最後還有彩蛋哦...大家不要忘了,期待第四集新角色!^___^",5,美國隊長3：英雄內戰,      Captain America: Civil War
美國隊長會輸不用看了,5,美國隊長3：英雄內戰,      Captain America: Civil War
讚,4,美國隊長3：英雄內戰,      Captain America: Civil War
